"casenum","date","weight_","hhcode","pid","s1_3q3","s1_3q4","s1_3q5","s1_3q6"
36,"7/09/99",1,1930131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"7/09/99",1,1930141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"7/09/99",1,1930151,5,1,1997,2,1.79769313486232e+308
37,"7/09/99",1,1930231,7,1,1996,2,1.79769313486232e+308
57,"7/09/99",1,1930241,4,1,1996,3,1.79769313486232e+308
58,"7/09/99",1,1930241,5,1,1997,11,1.79769313486232e+308
59,"7/09/99",1,1930241,6,1,1998,10,1.79769313486232e+308
68,"7/09/99",1,1930251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"7/09/99",1,1930331,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"7/09/99",1,1930341,4,1,1992,3,1.79769313486232e+308
61,"7/09/99",1,1930341,5,1,1995,2,1.79769313486232e+308
62,"7/09/99",1,1930341,6,1,1998,12,1.79769313486232e+308
69,"7/09/99",1,1930351,6,1,1994,3,1.79769313486232e+308
70,"7/09/99",1,1930351,7,1,1997,1,1.79769313486232e+308
63,"7/09/99",1,1930441,4,1,1994,3,1.79769313486232e+308
64,"7/09/99",1,1930441,5,1,1997,1,1.79769313486232e+308
71,"7/09/99",1,1930459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"7/09/99",1,1930531,4,1,1993,2,5
65,"7/09/99",1,1930541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"7/09/99",1,1930631,10,2,1993,2,5
41,"7/09/99",1,1930631,11,1,1995,6,1.79769313486232e+308
66,"7/09/99",1,1930641,5,1,1995,8,1.79769313486232e+308
42,"7/09/99",1,1930731,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"7/09/99",1,1930831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"7/09/99",1,1930931,5,1,1994,9,1.79769313486232e+308
45,"7/09/99",1,1930931,6,1,1997,12,1.79769313486232e+308
46,"7/09/99",1,1931031,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"7/09/99",1,1931131,8,1,1993,1,1.79769313486232e+308
48,"7/09/99",1,1931131,9,2,1998,2,3
49,"7/09/99",1,1931231,6,2,1999,3,5
50,"7/09/99",1,1931232,2,2,1996,4,3
51,"7/09/99",1,1931232,3,1,1997,11,1.79769313486232e+308
52,"7/09/99",1,1931331,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"7/09/99",1,1931431,9,2,1999,2,3
54,"7/09/99",1,1931431,10,4,1998,11,4
55,"7/09/99",1,1931431,11,4,1998,11,4
1,"9/09/99",1,1940139,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"9/11/99",1,1940149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"9/11/99",1,1940159,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"9/09/99",1,1940239,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"9/11/99",1,1940249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"9/11/99",1,1940259,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"9/09/99",1,1940339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"9/11/99",1,1940349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"9/11/99",1,1940359,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"9/09/99",1,1940439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"9/11/99",1,1940449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"9/11/99",1,1940459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"9/09/99",1,1940539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"9/11/99",1,1940549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"9/11/99",1,1940559,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"9/09/99",1,1940639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"9/09/99",1,1940739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"9/09/99",1,1940839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"9/09/99",1,1940939,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"9/09/99",1,1941039,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"9/09/99",1,1941139,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"9/09/99",1,1941239,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"9/09/99",1,1941339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"9/09/99",1,1941439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"9/11/99",1,1941539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"10/03/99",1,2010131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"10/03/99",1,2010141,5,1,1999,2,1.79769313486232e+308
119,"10/03/99",1,2010151,9,2,1997,10,5
84,"10/03/99",1,2010231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"10/03/99",1,2010241,3,1,1994,3,1.79769313486232e+308
107,"10/03/99",1,2010241,4,1,1997,4,1.79769313486232e+308
120,"10/03/99",1,2010251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
121,"10/03/99",1,2010252,2,2,1993,2,3
122,"10/03/99",1,2010252,3,1,1997,1,1.79769313486232e+308
85,"10/03/99",1,2010331,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"10/03/99",1,2010341,4,1,1993,1.79769313486232e+308,1.79769313486232e+308
109,"10/03/99",1,2010341,5,1,1997,3,1.79769313486232e+308
123,"10/03/99",1,2010351,8,7,1997,2,1
124,"10/03/99",1,2010351,9,7,1997,2,1
125,"10/03/99",1,2010351,10,7,1997,2,1
126,"10/03/99",1,2010351,11,7,1997,2,1
86,"10/03/99",1,2010431,6,1,1996,9,1.79769313486232e+308
110,"10/03/99",1,2010441,5,1,1992,7,1.79769313486232e+308
111,"10/03/99",1,2010441,6,1,1994,8,1.79769313486232e+308
112,"10/03/99",1,2010441,7,1,1996,5,1.79769313486232e+308
113,"10/03/99",1,2010441,8,1,1997,10,1.79769313486232e+308
127,"10/03/99",1,2010459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"10/03/99",1,2010531,4,2,1994,7,2
88,"10/03/99",1,2010531,5,1,1998,8,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,2010541,5,3,1998,7,3
114,"10/03/99",1,2010541,8,3,1998,7,3
115,"10/03/99",1,2010542,2,2,1994,1.79769313486232e+308,3
116,"10/03/99",1,2010542,3,1,1997,9,1.79769313486232e+308
117,"10/03/99",1,2010543,2,2,1994,1.79769313486232e+308,3
118,"10/03/99",1,2010543,3,1,1997,11,1.79769313486232e+308
89,"10/03/99",1,2010631,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"10/03/99",1,2010731,3,1,1995,8,1.79769313486232e+308
91,"10/03/99",1,2010831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"10/03/99",1,2010931,4,2,1994,9,3
93,"10/03/99",1,2011031,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"10/03/99",1,2011131,8,3,1997,12,1
95,"10/03/99",1,2011132,2,2,1993,9,1.79769313486232e+308
96,"10/03/99",1,2011231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"10/03/99",1,2011339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"10/03/99",1,2011439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"10/03/99",1,2011539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"10/03/99",1,2011639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"10/03/99",1,2011739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"10/03/99",1,2011839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"10/03/99",1,2011939,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
104,"10/03/99",1,2012039,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"9/23/99",1,2020131,7,4,1994,1.79769313486232e+308,2
33,"9/23/99",1,2020132,2,2,1997,1.79769313486232e+308,5
34,"9/23/99",1,2020133,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"9/23/99",1,2020141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"9/23/99",1,2020151,8,1,1996,3,1.79769313486232e+308
78,"9/23/99",1,2020151,9,1,1999,1,1.79769313486232e+308
35,"9/23/99",1,2020231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"9/23/99",1,2020232,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"9/23/99",1,2020241,4,1,1992,2,1.79769313486232e+308
71,"9/23/99",1,2020241,5,1,1994,12,1.79769313486232e+308
72,"9/23/99",1,2020241,6,1,1998,9,1.79769313486232e+308
79,"9/23/99",1,2020251,13,1,1993,12,1.79769313486232e+308
80,"9/23/99",1,2020252,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"9/23/99",1,2020331,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"9/23/99",1,2020332,2,2,1996,1.79769313486232e+308,5
39,"9/23/99",1,2020333,2,2,1998,6,2
73,"9/23/99",1,2020341,6,1,1995,4,1.79769313486232e+308
74,"9/23/99",1,2020341,7,3,1997,1.79769313486232e+308,1
81,"9/23/99",1,2020351,5,1,1997,5,1.79769313486232e+308
40,"9/23/99",1,2020431,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"9/23/99",1,2020432,2,2,1997,10,5
42,"9/23/99",1,2020432,3,1,1999,6,1.79769313486232e+308
75,"9/23/99",1,2020441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"9/23/99",1,2020459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"9/23/99",1,2020531,6,7,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"9/23/99",1,2020541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"9/23/99",1,2020631,9,1,1998,7,1.79769313486232e+308
45,"9/23/99",1,2020631,10,3,1998,6,1
46,"9/23/99",1,2020731,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"9/23/99",1,2020831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"9/23/99",1,2020832,2,2,1997,10,5
49,"9/23/99",1,2020931,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"9/23/99",1,2020932,2,2,1993,6,2
51,"9/23/99",1,2020932,3,1,1995,5,1.79769313486232e+308
52,"9/23/99",1,2020932,4,1,1997,4,1.79769313486232e+308
53,"9/23/99",1,2021031,7,2,1999,8,5
54,"9/23/99",1,2021032,2,2,1996,6,2
55,"9/23/99",1,2021131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"9/23/99",1,2021231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"9/23/99",1,2021232,2,2,1993,2,3
58,"9/23/99",1,2021232,3,1,1995,3,1.79769313486232e+308
59,"9/23/99",1,2021339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"9/23/99",1,2021439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"9/23/99",1,2021539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"9/23/99",1,2021639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"9/23/99",1,2021739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"9/23/99",1,2021839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"9/23/99",1,2021939,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"9/23/99",1,2022039,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"9/23/99",1,2022139,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"9/23/99",1,2022239,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
127,"7/15/99",1,2030131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
147,"7/15/99",1,2030141,5,1,1992,8,1.79769313486232e+308
148,"7/15/99",1,2030141,6,1,1995,2,1.79769313486232e+308
149,"7/15/99",1,2030141,7,1,1996,10,1.79769313486232e+308
150,"7/15/99",1,2030141,8,1,1997,12,1.79769313486232e+308
156,"7/15/99",1,2030151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"7/15/99",1,2030152,2,2,1997,3,3
128,"7/15/99",1,2030231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"7/15/99",1,2030241,9,2,1998,4,5
158,"7/15/99",1,2030251,4,1,1996,1,1.79769313486232e+308
159,"7/15/99",1,2030251,5,7,1992,10,1
160,"7/15/99",1,2030251,6,7,1992,10,1
129,"7/15/99",1,2030331,7,2,1998,8,3
152,"7/15/99",1,2030341,5,1,1993,2,1.79769313486232e+308
153,"7/15/99",1,2030342,2,2,1998,2,3
161,"7/15/99",1,2030351,3,1,1992,12,1.79769313486232e+308
162,"7/15/99",1,2030351,4,3,1993,6,1
130,"7/15/99",1,2030431,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
131,"7/15/99",1,2030432,2,2,1994,1,5
132,"7/15/99",1,2030432,3,1,1995,2,1.79769313486232e+308
154,"7/15/99",1,2030441,4,1,1995,12,1.79769313486232e+308
155,"7/15/99",1,2030441,5,1,1998,2,1.79769313486232e+308
163,"7/15/99",1,2030459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
133,"7/15/99",1,2030531,5,1,1997,3,1.79769313486232e+308
134,"7/15/99",1,2030731,5,2,1992,8,2
135,"7/15/99",1,2030731,6,1,1995,4,1.79769313486232e+308
136,"7/15/99",1,2030731,7,1,1998,12,1.79769313486232e+308
137,"7/15/99",1,2030831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"7/15/99",1,2030931,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"7/15/99",1,2031031,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
140,"7/15/99",1,2031131,5,2,1998,1,5
141,"7/15/99",1,2031131,6,1,1999,1,1.79769313486232e+308
142,"7/15/99",1,2031231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"7/15/99",1,2031339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"7/15/99",1,2031439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"7/15/99",1,2031539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"7/15/99",1,2031639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
271,"6/20/99",1,2110131,7,1,1995,8,1.79769313486232e+308
272,"6/20/99",1,2110131,8,5,1999,1,5
298,"6/20/99",1,2110141,7,2,1998,6,1.79769313486232e+308
299,"6/20/99",1,2110142,2,2,1992,5,2
300,"6/20/99",1,2110142,3,1,1994,3,1.79769313486232e+308
301,"6/20/99",1,2110142,4,1,1995,8,1.79769313486232e+308
302,"6/20/99",1,2110142,5,1,1997,6,1.79769313486232e+308
309,"6/20/99",1,2110151,5,1,1993,9,1.79769313486232e+308
273,"6/20/99",1,2110231,10,2,1992,8,3
274,"6/20/99",1,2110231,11,1,1995,9,1.79769313486232e+308
275,"6/20/99",1,2110231,12,2,1997,1.79769313486232e+308,5
276,"6/20/99",1,2110231,13,1,1995,6,1.79769313486232e+308
303,"6/20/99",1,2110241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
304,"6/20/99",1,2110242,2,2,1998,2,1
310,"6/20/99",1,2110251,10,1,1993,7,1.79769313486232e+308
311,"6/20/99",1,2110251,11,1,1995,1,1.79769313486232e+308
277,"6/20/99",1,2110331,4,1,1993,2,1.79769313486232e+308
305,"6/20/99",1,2110341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
312,"6/20/99",1,2110351,7,2,1994,1.79769313486232e+308,3
313,"6/20/99",1,2110351,8,1,1994,2,1.79769313486232e+308
314,"6/20/99",1,2110351,9,1,1996,2,1.79769313486232e+308
315,"6/20/99",1,2110351,10,4,1998,11,3
278,"6/20/99",1,2110431,4,1,1997,6,1.79769313486232e+308
306,"6/20/99",1,2110441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
316,"6/20/99",1,2110459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
279,"6/20/99",1,2110531,6,1,1995,4,1.79769313486232e+308
308,"6/20/99",1,2110541,2,2,1994,4,2
307,"6/20/99",1,2110541,4,1,1996,2,1.79769313486232e+308
280,"6/20/99",1,2110631,7,1,1997,9,1.79769313486232e+308
281,"6/20/99",1,2110731,4,1,1995,1,1.79769313486232e+308
282,"6/20/99",1,2110831,8,1,1998,5,1.79769313486232e+308
283,"6/20/99",1,2110832,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
284,"6/20/99",1,2110931,4,1,1996,1,1.79769313486232e+308
285,"6/20/99",1,2111031,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
286,"6/20/99",1,2111131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,2111231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
288,"6/20/99",1,2111232,2,2,1992,3,1
289,"6/20/99",1,2111232,3,1,1993,7,1.79769313486232e+308
290,"6/20/99",1,2111232,4,1,1997,6,1.79769313486232e+308
291,"6/20/99",1,2111233,2,2,1996,2,1
292,"6/20/99",1,2111339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
293,"6/20/99",1,2111439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
294,"6/20/99",1,2111539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
295,"6/20/99",1,2111639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
296,"6/20/99",1,2111739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
297,"6/20/99",1,2111839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/28/95",1,2120131,6,1,1997,4,1.79769313486232e+308
27,"6/18/99",1,2120141,5,7,1996,5,3
28,"6/18/99",1,2120141,6,7,1996,5,3
29,"6/18/99",1,2120141,7,7,1996,5,3
30,"6/18/99",1,2120142,2,2,1996,3,5
40,"6/18/99",1,2120151,11,1,1995,2,1.79769313486232e+308
41,"6/18/99",1,2120151,12,6,1998,8,3
2,"7/28/95",1,2120231,7,1.79769313486232e+308,1993,8,2
31,"6/18/99",1,2120241,7,1,1992,9,1.79769313486232e+308
32,"6/18/99",1,2120241,8,1,1996,9,1.79769313486232e+308
42,"6/18/99",1,2120251,6,2,1993,10,5
43,"6/18/99",1,2120251,7,1,1995,1,1.79769313486232e+308
44,"6/18/99",1,2120251,8,6,1995,4,3
3,"7/28/95",1,2120331,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"6/18/99",1,2120341,9,1,1993,1.79769313486232e+308,1.79769313486232e+308
34,"6/18/99",1,2120341,10,1,1995,1.79769313486232e+308,1.79769313486232e+308
35,"6/18/99",1,2120342,4,1,1994,9,1.79769313486232e+308
45,"6/18/99",1,2120351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"6/18/99",1,2120352,2,2,1995,5,2
47,"6/18/99",1,2120352,3,1,1997,8,1.79769313486232e+308
4,"7/28/95",1,2120431,5,1,1995,5,1.79769313486232e+308
5,"7/28/95",1,2120431,6,1,1999,2,1.79769313486232e+308
36,"6/18/99",1,2120441,5,7,1997,3,2
48,"6/18/99",1,2120459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"7/28/95",1,2120531,5,1,1992,10,1.79769313486232e+308
37,"6/18/99",1,2120541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"7/28/95",1,2120631,5,1,1997,5,1.79769313486232e+308
8,"7/28/95",1,2120731,5,1,1992,9,1.79769313486232e+308
9,"7/28/95",1,2120731,6,1,1996,1,1.79769313486232e+308
10,"7/28/95",1,2120831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"7/28/95",1,2120931,5,4,1996,6,1
12,"7/28/95",1,2120932,2,2,1997,10,3
13,"7/28/95",1,2120933,2,2,1996,11,3
14,"7/28/95",1,2120933,3,1,1999,3,1.79769313486232e+308
15,"7/28/95",1,2121031,5,1,1995,9,1.79769313486232e+308
16,"7/28/95",1,2121031,6,1,1997,9,1.79769313486232e+308
17,"7/28/95",1,2121131,5,1,1998,8,1.79769313486232e+308
18,"7/28/95",1,2121231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"7/28/95",1,2121232,2,2,1996,4,3
20,"7/28/95",1,2121232,3,1,1998,5,1.79769313486232e+308
21,"7/28/95",1,2121339,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"6/18/99",1,2121439,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"6/18/99",1,2121539,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"6/18/99",1,2121639,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"6/18/99",1,2121739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"6/18/99",1,2121839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"8/27/99",1,2130131,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
133,"8/27/99",1,2130141,4,1,1995,11,1.79769313486232e+308
139,"8/27/99",1,2130151,6,1,1993,1,1.79769313486232e+308
140,"8/27/99",1,2130151,7,1,1995,1,1.79769313486232e+308
103,"8/27/99",1,2130231,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
