"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
75,"7/10/99",1,1930231,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
114,"7/10/99",1,1930241,2,"Fruit (Kg)",20,120,1.79769313486232e+308
127,"7/10/99",1,1930251,2,"Fruit (Kg)",40,200,1.79769313486232e+308
76,"7/10/99",1,1930331,2,"Fruit (Kg)",30,150,1.79769313486232e+308
77,"7/10/99",1,1930331,4,"Milk (Litre)",120,1200,1.79769313486232e+308
78,"7/10/99",1,1930331,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
115,"7/10/99",1,1930341,2,"Fruit (Kg)",15,75,1.79769313486232e+308
116,"7/10/99",1,1930341,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
128,"7/10/99",1,1930351,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
129,"7/10/99",1,1930351,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
117,"7/10/99",1,1930441,2,"Fruit (Kg)",10,50,1.79769313486232e+308
118,"7/10/99",1,1930441,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
130,"7/10/99",1,1930459,1,"Tress (number)",7,2000,1.79769313486232e+308
131,"7/10/99",1,1930459,2,"Fruit (Kg)",30,150,1.79769313486232e+308
132,"7/10/99",1,1930459,5,"Egg (4 Numbers)",4,40,1.79769313486232e+308
133,"7/10/99",1,1930459,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
79,"7/10/99",1,1930531,5,"Egg (4 Numbers)",7,70,1.79769313486232e+308
80,"7/10/99",1,1930531,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
119,"7/10/99",1,1930541,2,"Fruit (Kg)",30,150,1.79769313486232e+308
120,"7/10/99",1,1930541,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
81,"7/10/99",1,1930631,2,"Fruit (Kg)",25,250,1.79769313486232e+308
82,"7/10/99",1,1930631,4,"Milk (Litre)",40,400,1.79769313486232e+308
83,"7/10/99",1,1930631,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
84,"7/10/99",1,1930631,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
121,"7/10/99",1,1930641,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
122,"7/10/99",1,1930641,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
85,"7/10/99",1,1930731,2,"Fruit (Kg)",30,150,1.79769313486232e+308
86,"7/10/99",1,1930731,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
87,"7/10/99",1,1930831,2,"Fruit (Kg)",70,800,1.79769313486232e+308
88,"7/10/99",1,1930831,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
89,"7/10/99",1,1930931,2,"Fruit (Kg)",30,210,1.79769313486232e+308
90,"7/10/99",1,1930931,4,"Milk (Litre)",70,700,1.79769313486232e+308
91,"7/10/99",1,1930931,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
92,"7/10/99",1,1930931,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
93,"7/10/99",1,1931031,1,"Tress (number)",2,1200,1.79769313486232e+308
94,"7/10/99",1,1931031,2,"Fruit (Kg)",30,150,1.79769313486232e+308
95,"7/10/99",1,1931031,4,"Milk (Litre)",80,800,1.79769313486232e+308
96,"7/10/99",1,1931031,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
97,"7/10/99",1,1931031,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
98,"7/10/99",1,1931131,2,"Fruit (Kg)",25,250,1.79769313486232e+308
99,"7/10/99",1,1931131,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
100,"7/10/99",1,1931131,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
101,"7/10/99",1,1931231,2,"Fruit (Kg)",25,125,1.79769313486232e+308
102,"7/10/99",1,1931231,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
103,"7/10/99",1,1931232,2,"Fruit (Kg)",20,140,1.79769313486232e+308
104,"7/10/99",1,1931232,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
105,"7/10/99",1,1931331,2,"Fruit (Kg)",30,300,1.79769313486232e+308
106,"7/10/99",1,1931331,5,"Egg (4 Numbers)",20,220,1.79769313486232e+308
107,"7/10/99",1,1931331,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
108,"7/10/99",1,1931431,2,"Fruit (Kg)",25,300,1.79769313486232e+308
109,"7/10/99",1,1931431,4,"Milk (Litre)",90,1080,1.79769313486232e+308
110,"7/10/99",1,1931431,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
111,"7/10/99",1,1931431,6,"Other agri product (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
1,"9/10/99",1,1940139,1,"Tress (number)",1.79769313486232e+308,6000,1.79769313486232e+308
2,"9/10/99",1,1940139,2,"Fruit (Kg)",1.79769313486232e+308,750,1.79769313486232e+308
3,"9/10/99",1,1940139,5,"Egg (4 Numbers)",125,1500,1.79769313486232e+308
4,"9/10/99",1,1940139,6,"Other agri product (Kg)",1.79769313486232e+308,3500,1.79769313486232e+308
61,"9/11/99",1,1940149,2,"Fruit (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
62,"9/11/99",1,1940149,3,"Other forest product",1.79769313486232e+308,200,1.79769313486232e+308
63,"9/11/99",1,1940149,5,"Egg (4 Numbers)",30,390,1.79769313486232e+308
64,"9/11/99",1,1940149,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
79,"9/11/99",1,1940159,1,"Tress (number)",1.79769313486232e+308,5000,1.79769313486232e+308
80,"9/11/99",1,1940159,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
81,"9/11/99",1,1940159,5,"Egg (4 Numbers)",1.79769313486232e+308,500,1.79769313486232e+308
82,"9/11/99",1,1940159,6,"Other agri product (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
5,"9/10/99",1,1940239,2,"Fruit (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
6,"9/10/99",1,1940239,3,"Other forest product",1.79769313486232e+308,200,1.79769313486232e+308
7,"9/10/99",1,1940239,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
8,"9/10/99",1,1940239,6,"Other agri product (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
65,"9/11/99",1,1940249,1,"Tress (number)",1.79769313486232e+308,1000,1.79769313486232e+308
66,"9/11/99",1,1940249,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
67,"9/11/99",1,1940249,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
83,"9/11/99",1,1940259,1,"Tress (number)",1.79769313486232e+308,4000,1.79769313486232e+308
84,"9/11/99",1,1940259,2,"Fruit (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
85,"9/11/99",1,1940259,5,"Egg (4 Numbers)",30,390,1.79769313486232e+308
86,"9/11/99",1,1940259,6,"Other agri product (Kg)",1.79769313486232e+308,670,1.79769313486232e+308
9,"9/10/99",1,1940339,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
10,"9/10/99",1,1940339,4,"Milk (Litre)",30,360,1.79769313486232e+308
11,"9/10/99",1,1940339,5,"Egg (4 Numbers)",40,400,60
12,"9/10/99",1,1940339,6,"Other agri product (Kg)",1.79769313486232e+308,500,10
68,"9/11/99",1,1940349,1,"Tress (number)",1.79769313486232e+308,3000,1.79769313486232e+308
69,"9/11/99",1,1940349,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
70,"9/11/99",1,1940349,4,"Milk (Litre)",210,2520,1.79769313486232e+308
71,"9/11/99",1,1940349,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
72,"9/11/99",1,1940349,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
87,"9/11/99",1,1940359,1,"Tress (number)",1.79769313486232e+308,6000,1.79769313486232e+308
88,"9/11/99",1,1940359,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
89,"9/11/99",1,1940359,4,"Milk (Litre)",1.79769313486232e+308,2880,1.79769313486232e+308
90,"9/11/99",1,1940359,5,"Egg (4 Numbers)",30,390,1.79769313486232e+308
91,"9/11/99",1,1940359,6,"Other agri product (Kg)",1.79769313486232e+308,3500,1.79769313486232e+308
13,"9/10/99",1,1940439,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
14,"9/10/99",1,1940439,5,"Egg (4 Numbers)",20,220,1.79769313486232e+308
15,"9/10/99",1,1940439,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
73,"9/11/99",1,1940449,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
74,"9/11/99",1,1940449,5,"Egg (4 Numbers)",12,150,1.79769313486232e+308
75,"9/11/99",1,1940449,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
92,"9/11/99",1,1940459,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
93,"9/11/99",1,1940459,4,"Milk (Litre)",120,1680,1.79769313486232e+308
94,"9/11/99",1,1940459,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
95,"9/11/99",1,1940459,6,"Other agri product (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
16,"9/10/99",1,1940539,2,"Fruit (Kg)",1.79769313486232e+308,340,1.79769313486232e+308
17,"9/10/99",1,1940539,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
18,"9/10/99",1,1940539,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
76,"9/11/99",1,1940549,2,"Fruit (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
77,"9/11/99",1,1940549,5,"Egg (4 Numbers)",25,325,1.79769313486232e+308
78,"9/11/99",1,1940549,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
96,"9/11/99",1,1940559,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
97,"9/11/99",1,1940559,5,"Egg (4 Numbers)",15,200,1.79769313486232e+308
98,"9/11/99",1,1940559,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
19,"9/10/99",1,1940639,2,"Fruit (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
20,"9/10/99",1,1940639,4,"Milk (Litre)",1.79769313486232e+308,135,1.79769313486232e+308
21,"9/10/99",1,1940639,5,"Egg (4 Numbers)",38,500,1.79769313486232e+308
22,"9/10/99",1,1940639,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
23,"9/10/99",1,1940739,1,"Tress (number)",1.79769313486232e+308,4000,1.79769313486232e+308
24,"9/10/99",1,1940739,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
25,"9/10/99",1,1940739,5,"Egg (4 Numbers)",27,320,1.79769313486232e+308
26,"9/10/99",1,1940739,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
27,"9/10/99",1,1940839,1,"Tress (number)",1.79769313486232e+308,1600,1.79769313486232e+308
28,"9/10/99",1,1940839,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
29,"9/10/99",1,1940839,5,"Egg (4 Numbers)",58,700,1.79769313486232e+308
30,"9/10/99",1,1940839,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
31,"9/10/99",1,1940939,1,"Tress (number)",1.79769313486232e+308,27000,1.79769313486232e+308
32,"9/10/99",1,1940939,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
33,"9/10/99",1,1940939,5,"Egg (4 Numbers)",8,100,1.79769313486232e+308
34,"9/10/99",1,1940939,6,"Other agri product (Kg)",1.79769313486232e+308,3000,1.79769313486232e+308
35,"9/10/99",1,1941039,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
36,"9/10/99",1,1941039,4,"Milk (Litre)",405,5265,1.79769313486232e+308
37,"9/10/99",1,1941039,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
38,"9/10/99",1,1941039,6,"Other agri product (Kg)",1.79769313486232e+308,1800,1.79769313486232e+308
39,"9/10/99",1,1941139,1,"Tress (number)",1.79769313486232e+308,6000,1.79769313486232e+308
40,"9/10/99",1,1941139,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
41,"9/10/99",1,1941139,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
42,"9/10/99",1,1941139,6,"Other agri product (Kg)",1.79769313486232e+308,1700,1.79769313486232e+308
43,"9/10/99",1,1941239,2,"Fruit (Kg)",1.79769313486232e+308,900,1.79769313486232e+308
44,"9/10/99",1,1941239,4,"Milk (Litre)",547,6564,240
45,"9/10/99",1,1941239,5,"Egg (4 Numbers)",46,600,1.79769313486232e+308
46,"9/10/99",1,1941239,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
47,"9/10/99",1,1941339,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
48,"9/10/99",1,1941339,5,"Egg (4 Numbers)",100,1500,1.79769313486232e+308
49,"9/10/99",1,1941339,6,"Other agri product (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
50,"9/10/99",1,1941439,1,"Tress (number)",1.79769313486232e+308,14000,1.79769313486232e+308
51,"9/11/99",1,1941439,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
52,"9/11/99",1,1941439,4,"Milk (Litre)",210,2940,1.79769313486232e+308
53,"9/11/99",1,1941439,5,"Egg (4 Numbers)",83,1000,1.79769313486232e+308
54,"9/11/99",1,1941439,6,"Other agri product (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
55,"9/11/99",1,1941539,1,"Tress (number)",1.79769313486232e+308,5000,1.79769313486232e+308
56,"9/11/99",1,1941539,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
57,"9/11/99",1,1941539,3,"Other forest product",1.79769313486232e+308,500,1.79769313486232e+308
58,"9/11/99",1,1941539,4,"Milk (Litre)",360,5400,1.79769313486232e+308
59,"9/11/99",1,1941539,5,"Egg (4 Numbers)",1.79769313486232e+308,1000,1.79769313486232e+308
60,"9/11/99",1,1941539,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
147,"10/06/99",1,2010131,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
148,"10/06/99",1,2010131,3,"Other forest product",1.79769313486232e+308,1200,1.79769313486232e+308
149,"10/06/99",1,2010131,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
177,"10/06/99",1,2010141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
185,"10/06/99",1,2010151,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
186,"10/06/99",1,2010151,4,"Milk (Litre)",300,3600,300
187,"10/06/99",1,2010151,5,"Egg (4 Numbers)",60,720,1.79769313486232e+308
150,"10/06/99",1,2010231,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
178,"10/06/99",1,2010241,4,"Milk (Litre)",120,1440,1.79769313486232e+308
188,"10/06/99",1,2010251,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
189,"10/06/99",1,2010252,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
151,"10/06/99",1,2010331,1,"Tress (number)",3,600,1.79769313486232e+308
179,"10/06/99",1,2010341,5,"Egg (4 Numbers)",60,600,1.79769313486232e+308
190,"10/06/99",1,2010351,1,"Tress (number)",8,4000,1.79769313486232e+308
191,"10/06/99",1,2010351,2,"Fruit (Kg)",40,1600,1.79769313486232e+308
192,"10/06/99",1,2010351,4,"Milk (Litre)",800,11200,2000
193,"10/06/99",1,2010351,5,"Egg (4 Numbers)",90,900,1.79769313486232e+308
152,"10/06/99",1,2010431,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
180,"10/06/99",1,2010441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
194,"10/06/99",1,2010459,4,"Milk (Litre)",400,4800,400
195,"10/06/99",1,2010459,5,"Egg (4 Numbers)",80,960,1.79769313486232e+308
153,"10/06/99",1,2010531,5,"Egg (4 Numbers)",7,70,1.79769313486232e+308
181,"10/06/99",1,2010541,4,"Milk (Litre)",250,3500,400
182,"10/06/99",1,2010541,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
183,"10/06/99",1,2010542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
184,"10/06/99",1,2010543,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"10/06/99",1,2010631,1,"Tress (number)",1,2500,1.79769313486232e+308
155,"10/06/99",1,2010731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
156,"10/06/99",1,2010831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"10/06/99",1,2010931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
158,"10/06/99",1,2011031,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
159,"10/06/99",1,2011131,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
160,"10/06/99",1,2011132,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
161,"10/06/99",1,2011231,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
162,"10/06/99",1,2011339,1,"Tress (number)",2,7000,1.79769313486232e+308
163,"10/06/99",1,2011439,1,"Tress (number)",5,1000,1.79769313486232e+308
164,"10/06/99",1,2011439,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
165,"10/06/99",1,2011439,4,"Milk (Litre)",45,450,1.79769313486232e+308
166,"10/06/99",1,2011439,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
167,"10/06/99",1,2011439,6,"Other agri product (Kg)",1.79769313486232e+308,1500,200
168,"10/06/99",1,2011539,6,"Other agri product (Kg)",8,80,1.79769313486232e+308
169,"10/06/99",1,2011639,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
170,"10/06/99",1,2011739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"10/06/99",1,2011839,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
172,"10/06/99",1,2011839,5,"Egg (4 Numbers)",40,480,1.79769313486232e+308
173,"10/06/99",1,2011939,2,"Fruit (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
174,"10/06/99",1,2011939,4,"Milk (Litre)",300,4200,500
175,"10/06/99",1,2011939,5,"Egg (4 Numbers)",250,2500,100
176,"10/06/99",1,2012039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"9/26/99",1,2020131,4,"Milk (Litre)",480,6720,1200
94,"9/26/99",1,2020131,5,"Egg (4 Numbers)",40,480,1.79769313486232e+308
95,"9/26/99",1,2020132,5,"Egg (4 Numbers)",35,420,1.79769313486232e+308
96,"9/26/99",1,2020133,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
133,"9/26/99",1,2020141,5,"Egg (4 Numbers)",14,140,1.79769313486232e+308
140,"9/26/99",1,2020151,5,"Egg (4 Numbers)",60,720,1.79769313486232e+308
97,"9/26/99",1,2020231,5,"Egg (4 Numbers)",80,960,1.79769313486232e+308
98,"9/26/99",1,2020232,5,"Egg (4 Numbers)",35,420,1.79769313486232e+308
134,"9/26/99",1,2020241,5,"Egg (4 Numbers)",22,220,1.79769313486232e+308
141,"9/26/99",1,2020251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
142,"9/26/99",1,2020252,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
99,"9/26/99",1,2020331,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
100,"9/26/99",1,2020332,5,"Egg (4 Numbers)",30,360,1.79769313486232e+308
101,"9/26/99",1,2020333,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
135,"9/26/99",1,2020341,4,"Milk (Litre)",200,2800,500
136,"9/26/99",1,2020341,5,"Egg (4 Numbers)",40,480,20
143,"9/26/99",1,2020351,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
144,"9/26/99",1,2020351,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
102,"9/26/99",1,2020431,1,"Tress (number)",3,500,1.79769313486232e+308
103,"9/26/99",1,2020431,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
104,"9/26/99",1,2020431,6,"Other agri product (Kg)",40,6000,1.79769313486232e+308
105,"9/26/99",1,2020432,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"9/26/99",1,2020441,2,"Fruit (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
138,"9/26/99",1,2020441,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
145,"9/26/99",1,2020459,1,"Tress (number)",2,4500,1.79769313486232e+308
146,"9/26/99",1,2020459,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
106,"9/26/99",1,2020531,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
139,"9/26/99",1,2020541,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
107,"9/26/99",1,2020631,5,"Egg (4 Numbers)",50,600,1.79769313486232e+308
108,"9/26/99",1,2020731,5,"Egg (4 Numbers)",40,480,1.79769313486232e+308
109,"9/26/99",1,2020831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"9/26/99",1,2020832,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"9/26/99",1,2020931,5,"Egg (4 Numbers)",14,140,1.79769313486232e+308
112,"9/26/99",1,2020932,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
113,"9/26/99",1,2021031,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
114,"9/26/99",1,2021032,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
115,"9/26/99",1,2021131,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
116,"9/26/99",1,2021231,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
117,"9/26/99",1,2021232,5,"Egg (4 Numbers)",14,140,1.79769313486232e+308
118,"9/26/99",1,2021339,4,"Milk (Litre)",60,600,1.79769313486232e+308
119,"9/26/99",1,2021339,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
120,"9/26/99",1,2021439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
121,"9/26/99",1,2021539,1,"Tress (number)",1,100,1.79769313486232e+308
122,"9/26/99",1,2021539,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
123,"9/26/99",1,2021639,5,"Egg (4 Numbers)",14,140,1.79769313486232e+308
124,"9/26/99",1,2021739,2,"Fruit (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
125,"9/26/99",1,2021739,4,"Milk (Litre)",300,4200,400
126,"9/26/99",1,2021739,5,"Egg (4 Numbers)",30,360,1.79769313486232e+308
127,"9/26/99",1,2021839,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
128,"9/26/99",1,2021839,5,"Egg (4 Numbers)",80,960,1.79769313486232e+308
129,"9/26/99",1,2021939,5,"Egg (4 Numbers)",40,480,1.79769313486232e+308
130,"9/26/99",1,2022039,5,"Egg (4 Numbers)",45,540,1.79769313486232e+308
131,"9/26/99",1,2022139,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
132,"9/26/99",1,2022239,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
169,"7/18/99",1,2030131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
190,"7/18/99",1,2030141,5,"Egg (4 Numbers)",40,320,1.79769313486232e+308
195,"7/18/99",1,2030151,1,"Tress (number)",7,4000,1.79769313486232e+308
196,"7/18/99",1,2030151,2,"Fruit (Kg)",100,500,1.79769313486232e+308
197,"7/18/99",1,2030151,5,"Egg (4 Numbers)",40,320,1.79769313486232e+308
198,"7/18/99",1,2030151,6,"Other agri product (Kg)",200,400,1.79769313486232e+308
199,"7/18/99",1,2030152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"7/18/99",1,2030231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
191,"7/18/99",1,2030241,5,"Egg (4 Numbers)",70,800,200
200,"7/18/99",1,2030251,1,"Tress (number)",2,2000,1.79769313486232e+308
201,"7/18/99",1,2030251,3,"Other forest product",150,6000,1.79769313486232e+308
171,"7/18/99",1,2030331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
192,"7/18/99",1,2030341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
193,"7/18/99",1,2030342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
202,"7/18/99",1,2030351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"7/18/99",1,2030431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"7/18/99",1,2030432,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
194,"7/18/99",1,2030441,1,"Tress (number)",8,300,1.79769313486232e+308
203,"7/18/99",1,2030459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
174,"7/18/99",1,2030531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
175,"7/18/99",1,2030731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"7/18/99",1,2030831,1,"Tress (number)",1,200,1.79769313486232e+308
177,"7/18/99",1,2030831,5,"Egg (4 Numbers)",4,32,1.79769313486232e+308
178,"7/18/99",1,2030931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
179,"7/18/99",1,2031031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
180,"7/18/99",1,2031131,1,"Tress (number)",1,300,1.79769313486232e+308
181,"7/18/99",1,2031231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
182,"7/18/99",1,2031339,1,"Tress (number)",1,500,1.79769313486232e+308
183,"7/18/99",1,2031439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
184,"7/18/99",1,2031539,4,"Milk (Litre)",600,6000,2000
185,"7/18/99",1,2031539,5,"Egg (4 Numbers)",75,600,1.79769313486232e+308
186,"7/18/99",1,2031639,1,"Tress (number)",50,1500,40
187,"7/18/99",1,2031639,4,"Milk (Litre)",30,240,1.79769313486232e+308
188,"7/18/99",1,2031639,5,"Egg (4 Numbers)",20,160,1.79769313486232e+308
189,"7/18/99",1,2031639,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
322,"6/21/99",1,2110131,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
323,"6/21/99",1,2110131,5,"Egg (4 Numbers)",150,1500,350
