"hhcode","casenum","date","weight_","pid","respid","s9_4q3a","s9_4q3b","s9_4q4","s9_4q5","s9_4q6"
1720331,117,"6/13/99",1,1,1,1540,0,0,0,1540
1720341,136,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1720351,143,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1720431,118,"6/13/99",1,1,1,5000,0,1480,0,5000
1720441,137,"6/13/99",1,3,4,10000,0,2000,0,0
1720441,139,"6/13/99",1,4,4,50000,0,0,0,0
1720441,138,"6/13/99",1,9,4,12000,0,0,0,0
1720459,144,"6/13/99",1,1,1,15000,0,0,18000,0
1720531,119,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1720541,140,"6/13/99",1,1,1,4000,0,2400,0,0
1720631,120,"6/13/99",1,2,1,300,0,0,0,300
1720731,121,"6/13/99",1,1,1,1800,0,0,0,1800
1720831,122,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1720931,123,"6/13/99",1,1,3,1420,0,0,0,1420
1721031,124,"6/13/99",1,1,1,1120,0,0,0,1120
1721131,125,"6/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1721339,126,"6/13/99",1,1,1,1410,0,0,0,1410
1721439,127,"6/13/99",1,1,1,6200,0,480,0,6200
1721539,128,"6/13/99",1,1,4,1290,0,0,0,1290
1721639,129,"6/13/99",1,1,1,630,0,0,0,630
1721739,130,"6/13/99",1,1,1,1080,0,0,0,1080
1721739,131,"6/13/99",1,3,1,5290,0,2030,0,5290
1721839,132,"6/13/99",1,1,1,830,0,0,0,830
1721939,133,"6/13/99",1,1,1,1350,0,0,0,1350
1730131,232,"6/24/99",1,2,1,1150,0,176,0,1150
1730141,250,"6/29/99",1,2,1,650,0,350,0,650
1730151,257,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730231,233,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730232,234,"6/29/99",1,2,1,890,0,290,0,890
1730233,235,"6/29/99",1,2,1,674,0,475,0,674
1730241,251,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730331,236,"6/29/99",1,2,1,2500,0,700,0,2500
1730341,252,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730431,237,"6/29/99",1,2,2,1800,0,0,0,1800
1730459,258,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730531,238,"6/29/99",1,6,2,1325,0,225,0,1325
1730541,253,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730542,254,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730543,255,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730544,256,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730631,239,"6/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1730731,240,"6/29/99",1,4,5,1768,0,0,0,1768
1730931,241,"6/29/99",1,2,1,560,0,0,0,560
1731031,242,"6/29/99",1,2,1,1350,0,0,0,1350
1731131,243,"6/29/99",1,2,2,580,0,0,0,580
1731231,244,"6/29/99",1,2,1,2750,0,525,0,2750
1731339,245,"6/29/99",1,2,1,550,0,350,0,550
1731439,246,"6/29/99",1,2,1,1975,0,725,0,1975
1731539,247,"6/29/99",1,2,1,860,0,420,0,660
1731639,248,"6/29/99",1,3,7,870,0,210,0,870
1731739,249,"6/29/99",1,1,1,490,0,0,0,490
1740139,104,"9/23/95",1,4,1,390,0,0,0,390
1740149,122,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740159,127,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740239,105,"9/23/95",1,2,1,750,0,250,0,750
1740249,123,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740259,128,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740339,106,"9/23/95",1,2,1,430,0,0,0,430
1740349,124,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740359,129,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740439,107,"9/23/95",1,1,1,310,0,0,0,310
1740449,125,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740459,130,"9/23/95",1,1,1,35000,0,0,0,0
1740529,108,"9/23/95",1,1,1,1300,0,260,0,1300
1740549,126,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740559,131,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1740629,109,"9/23/95",1,5,1,700,0,260,0,700
1740739,110,"9/23/95",1,1,1,380,0,0,0,380
1740839,111,"9/23/95",1,3,1,480,0,0,0,480
1740939,112,"9/23/95",1,2,2,950,0,350,0,950
1741039,113,"9/23/95",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1741139,114,"9/23/95",1,2,1,1650,0,1050,0,1650
1741239,115,"9/23/95",1,1,1,280,0,0,0,280
1741339,116,"9/23/95",1,2,1,320,0,0,0,320
1741439,117,"9/23/95",1,1,1,208,0,0,0,208
1741539,118,"9/23/95",1,1,2,380,0,0,0,380
1741639,119,"9/23/95",1,1,1,530,0,0,0,530
1741739,120,"9/23/95",1,1,1,280,0,0,0,280
1741839,121,"9/23/95",1,2,1,1480,0,690,0,1480
1810131,1,"5/18/99",1,1,1,425,0,300,0,425
1810131,2,"5/23/99",1,2,2,691,0,104,0,691
1810141,42,"5/23/99",1,1,1,1505,0,1245,0,1505
1810151,48,"5/23/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1810231,3,"5/23/99",1,1,1,100,0,100,0,100
1810241,43,"5/23/99",1,2,2,350,0,140,0,350
1810251,49,"5/23/99",1,1,1,300,0,0,0,300
1810252,50,"5/23/99",1,1,1,950,0,195,0,950
1810331,4,"5/23/99",1,1,2,106,0,76,0,106
1810331,5,"5/23/99",1,2,2,507,0,104,0,507
1810331,6,"5/23/99",1,3,3,127,0,67,0,127
1810341,44,"5/23/99",1,2,2,930,0,153,0,930
1810351,53,"5/23/99",1,1,2,1100,0,600,0,1100
1810351,52,"5/23/99",1,2,1,60,0,60,0,60
1810431,8,"5/23/99",1,2,2,177,0,97,0,177
1810431,9,"5/23/99",1,3,3,600,0,200,0,600
1810431,10,"5/23/99",1,4,4,138,0,75,0,138
1810431,11,"5/23/99",1,5,5,200,0,55,0,200
1810441,46,"5/23/99",1,2,2,200,0,0,0,200
1810459,55,"5/23/99",1,1,1,300,0,300,0,300
1810459,56,"5/23/99",1,2,2,610,0,60,3802,610
1810531,12,"5/23/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1810532,13,"5/23/99",1,1,1,300,0,0,0,300
1810533,14,"5/23/99",1,1,1,200,0,120,0,200
1810541,47,"5/23/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1810631,15,"5/23/99",1,4,4,700,0,0,0,700
1810731,16,"5/23/99",1,3,3,412,0,50,0,412
1810831,17,"5/23/99",1,1,1,4154,0,240,4000,154
1810931,18,"5/23/99",1,1,1,1100,0,520,2000,1100
1811031,21,"5/23/99",1,2,2,220,0,100,0,220
1811131,22,"5/23/99",1,1,1,60,0,31,0,60
1811131,23,"5/23/99",1,2,2,600,0,200,0,600
1811231,24,"5/23/99",1,2,2,1169,0,244,1060,1069
1811339,26,"5/23/99",1,1,1,500,0,1200,700,0
1811339,27,"5/23/99",1,2,2,1825,0,610,200,1215
1811439,33,"5/23/99",1,3,3,160,0,0,0,160
1811439,34,"5/23/99",1,4,4,2350,0,850,800,2350
1811539,32,"5/23/99",1,2,2,450,0,450,2992,450
1811639,30,"5/23/99",1,1,1,729,0,280,0,729
1811639,31,"5/23/99",1,5,5,200,0,100,0,0
1811739,28,"5/23/99",1,1,1,750,0,400,1000,750
1811839,35,"5/23/99",1,2,2,1850,900,350,0,950
1811939,37,"5/23/99",1,1,1,550,0,400,0,550
1812039,38,"5/23/99",1,1,1,520,0,520,3643,520
1812039,39,"5/23/99",1,2,2,78,0,58,0,78
1812039,40,"5/23/99",1,5,5,68,0,49,0,68
1812039,41,"5/23/99",1,7,7,45,0,30,0,45
1820131,294,"6/26/99",1,2,2,650,0,650,3470,650
1820141,318,"7/06/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1820151,323,"7/06/99",1,2,2,1504,0,450,550,1504
1820231,295,"7/05/99",1,1,1,600,0,600,2315,600
1820241,319,"7/06/99",1,1,1,260,0,260,0,260
1820251,324,"7/06/99",1,1,1,300,0,0,0,0
1820251,325,"7/06/99",1,2,2,410,0,450,700,410
1820252,326,"7/06/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1820331,296,"7/05/99",1,2,2,325,0,325,760,325
1820341,320,"7/06/99",1,2,2,458,0,200,600,458
1820351,327,"7/06/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1820431,297,"7/05/99",1,2,2,575,0,375,120,575
1820441,321,"7/06/99",1,2,2,260,0,260,0,260
1820459,328,"7/06/99",1,2,2,644,0,275,450,644
1820531,298,"7/05/99",1,2,2,850,0,650,500,850
1820531,299,"7/05/99",1,6,6,45,0,45,0,45
1820541,322,"7/06/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1820631,300,"7/05/99",1,2,2,590,0,400,320,590
1820731,301,"7/05/99",1,3,3,550,0,350,400,550
1820732,302,"7/05/99",1,2,2,400,0,400,0,400
1820831,303,"7/05/99",1,3,3,800,0,800,500,800
1820931,304,"7/05/99",1,1,1,490,0,350,400,490
1820931,305,"7/05/99",1,3,2,30,0,30,0,30
1821031,306,"7/05/99",1,1,1,2000,0,2000,0,0
1821031,307,"7/05/99",1,2,2,740,0,450,350,740
1821131,308,"7/05/99",1,2,2,325,0,225,100,325
1821231,309,"7/05/99",1,2,2,595,0,425,325,595
1821339,310,"7/05/99",1,2,2,725,0,375,200,725
1821439,311,"7/05/99",1,2,2,725,0,325,200,725
1821539,312,"7/05/99",1,1,1,1000,0,0,0,0
1821539,313,"7/05/99",1,2,2,50,0,50,2000,50
1821639,314,"7/05/99",1,2,2,2500,0,650,1400,2500
1821739,315,"7/05/99",1,2,2,540,0,250,320,540
1821839,316,"7/06/99",1,1,1,450,0,264,0,0
1821839,317,"7/06/99",1,2,2,350,0,175,120,350
1830131,27,"9/11/99",1,1,1,500,0,1500,1000,0
1830131,28,"9/15/99",1,2,2,70,0,70,0,0
1830141,54,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830151,62,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830231,29,"9/15/99",1,2,2,200,0,0,0,200
1830241,55,"9/15/99",1,2,2,150,0,100,0,150
1830242,56,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830251,63,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830331,30,"9/15/99",1,2,2,401,0,0,0,401
1830341,57,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830351,64,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830431,31,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830441,58,"9/15/99",1,1,1,1148,148,470,500,1000
1830459,65,"9/15/99",1,3,3,135000,0,25000,153000,0
1830531,32,"9/15/99",1,2,2,401,0,16,0,401
1830541,59,"9/15/99",1,6,6,160,0,64,0,160
1830542,60,"9/15/99",1,2,2,488,0,80,0,488
1830543,61,"9/15/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1830631,33,"9/15/99",1,2,2,455,0,90,600,455
1830731,34,"9/15/99",1,2,2,705,0,100,0,705
1830731,35,"9/15/99",1,4,1,500,500,0,0,0
1830831,36,"9/15/99",1,2,2,305,0,0,0,305
1830831,37,"9/15/99",1,3,3,250,0,250,0,0
1830931,38,"9/15/99",1,2,2,220,0,0,0,220
1831031,39,"9/15/99",1,2,2,326,0,0,0,326
1831131,41,"9/15/99",1,1,1,1200,0,1200,0,0
1831131,40,"9/15/99",1,2,2,322,0,0,0,322
1831231,42,"9/15/99",1,2,2,370,0,0,0,370
1831339,44,"9/15/99",1,1,1,2000,0,2000,0,0
1831339,43,"9/15/99",1,2,2,512,0,100,500,512
1831439,45,"9/15/99",1,2,2,400,0,0,0,400
1831539,46,"9/15/99",1,2,2,400,0,0,0,400
1831639,47,"9/15/99",1,2,2,410,0,72,500,410
1831739,48,"9/15/99",1,2,2,437,0,0,0,437
1831839,49,"9/15/99",1,3,3,200,0,0,0,200
1831939,50,"9/15/99",1,2,2,437,0,0,0,437
1832039,51,"9/15/99",1,2,2,412,0,0,0,412
1832139,52,"9/15/99",1,1,1,282,0,0,0,282
1832239,53,"9/15/99",1,2,2,437,0,0,0,437
1840139,1,"9/15/99",1,2,2,252,0,0,0,252
1840149,25,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840159,30,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840239,2,"9/17/99",1,2,2,648,0,100,0,648
1840249,26,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840259,31,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840339,3,"9/17/99",1,2,2,458,0,100,0,458
1840349,27,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840359,32,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840439,4,"9/17/99",1,1,1,387,0,90,0,387
1840449,28,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840459,33,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840539,5,"9/17/99",1,2,2,325,0,0,0,325
1840549,29,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840559,34,"9/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1840639,6,"9/17/99",1,1,1,300,0,0,0,300
1840739,7,"9/17/99",1,3,3,3325,0,3115,500,325
1840839,8,"9/17/99",1,1,1,6275,0,6000,0,275
1840939,9,"9/17/99",1,1,2,377,0,0,0,377
1841039,10,"9/17/99",1,1,1,3395,0,3100,1600,395
1841139,11,"9/17/99",1,1,1,300,0,50,0,300
1841239,12,"9/17/99",1,1,1,380,0,60,0,380
1841339,13,"9/17/99",1,1,1,360,0,0,0,360
1841439,15,"9/17/99",1,1,1,40000,0,15000,0,0
1841439,14,"9/17/99",1,3,3,12492,0,8100,0,492
1841439,16,"9/17/99",1,4,4,22000,0,10000,0,0
1841439,17,"9/17/99",1,6,6,35000,0,20000,0,0
1841539,18,"9/17/99",1,1,1,15427,0,8100,0,427
1841639,19,"9/17/99",1,1,1,10413,0,10100,0,413
1841739,20,"9/17/99",1,1,1,375,0,0,400,375
1841839,21,"9/17/99",1,2,2,648,0,100,0,648
1841939,22,"9/17/99",1,2,2,648,0,100,0,648
1842039,23,"9/17/99",1,2,2,520,0,50,0,520
1842139,24,"9/17/99",1,2,2,492,0,25,0,492
1910141,44,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910151,46,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910231,21,"9/12/99",1,1,2,1250,0,260,0,1250
1910232,22,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910241,45,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910251,51,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910331,23,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910431,24,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910441,48,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910459,52,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910531,25,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910541,49,"9/19/99",1,1,4,12000,0,2400,0,0
1910541,50,"9/19/99",1,3,4,8400,0,2400,0,0
1910631,26,"9/19/99",1,1,2,9300,0,400,0,0
1910631,27,"9/19/99",1,2,2,730,0,260,0,730
1910641,47,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910731,28,"9/19/99",1,1,2,20000,5000,3000,0,0
1910731,29,"9/19/99",1,2,2,1250,0,1500,0,560
1910831,30,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1910931,31,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1911031,32,"9/19/99",1,6,6,558,0,260,0,558
1911231,33,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1911331,34,"9/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1911431,35,"9/19/99",1,2,2,841,0,260,0,841
1911431,36,"9/19/99",1,3,2,15000,7000,1500,0,0
1911539,37,"9/19/99",1,2,2,276,0,260,0,276
1911639,38,"9/19/99",1,2,2,5594,0,260,0,594
1911739,39,"9/19/99",1,2,2,1750,2000,260,0,1380
1911839,40,"9/19/99",1,1,2,5000,2000,260,1500,135
1911939,41,"9/19/99",1,2,2,1260,0,260,0,1260
1912039,42,"9/19/99",1,1,2,15000,3000,2000,0,0
1912039,43,"9/19/99",1,2,2,1370,0,260,0,1370
1920131,326,"7/04/99",1,4,4,5631,10000,260,0,561
1920141,357,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920151,363,"7/04/99",1,1,2,25000,0,3500,2000,0
1920231,327,"7/04/99",1,1,2,4000,0,1500,500,0
1920231,328,"7/04/99",1,2,2,3076,0,260,0,3076
1920241,358,"7/04/99",1,1,6,3000,0,1200,500,0
1920241,359,"7/04/99",1,3,6,500,0,200,0,0
1920251,364,"7/04/99",1,3,3,40000,2000,2000,0,0
1920251,365,"7/04/99",1,6,6,15000,1000,1500,0,0
1920331,329,"7/04/99",1,2,2,104,0,0,0,104
1920351,366,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920431,330,"7/04/99",1,3,1,15000,0,3500,7000,162
1920431,331,"7/04/99",1,4,1,650,0,300,0,0
1920431,332,"7/04/99",1,5,1,12000,0,1200,0,0
1920431,333,"7/04/99",1,7,1,5000,0,2000,500,0
1920441,360,"7/04/99",1,1,1,75000,10000,1500,25000,0
1920459,367,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920531,334,"7/04/99",1,2,2,2115,0,260,0,1757
1920541,361,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920631,335,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920641,362,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920731,336,"7/04/99",1,1,2,280,0,240,0,0
1920731,337,"7/04/99",1,2,2,3008,0,2968,0,520
1920831,338,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1920931,339,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1921031,340,"7/04/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1921231,341,"7/04/99",1,1,3,1773,0,260,0,1773
1921331,342,"7/04/99",1,1,1,7614,0,182,0,7614
1921431,343,"7/04/99",1,1,1,3290,0,260,0,3290
1921539,344,"7/04/99",1,1,1,4153,0,160,0,4153
1921639,345,"7/04/99",1,2,2,3768,0,260,0,3768
1921739,346,"7/04/99",1,2,2,2649,0,260,0,2649
1921839,347,"7/04/99",1,2,2,4755,0,260,0,4755
1921939,348,"7/04/99",1,1,1,3446,0,193,0,3446
1922039,349,"7/04/99",1,1,2,30000,10000,3500,0,0
1922039,350,"7/04/99",1,2,2,3611,0,260,0,3611
1922139,351,"7/04/99",1,1,2,15000,0,0,3000,0
1922139,352,"7/04/99",1,2,2,2631,0,260,1500,2331
1922239,353,"7/04/99",1,1,1,15000,0,3000,0,0
1922239,354,"7/04/99",1,2,2,250,0,250,0,250
1922339,355,"7/04/99",1,2,2,250,0,250,0,250
1922439,356,"7/04/99",1,1,1,10000,0,250,2000,105
1930131,27,"7/11/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
