"casenum","date","weight_","hhcode","misc","miscde","s7_6q2","s7_6q3","s7_6q4"
169,"9/15/99",1,1830431,1,"Fuel",1,6,2500
170,"9/15/99",1,1830431,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
171,"9/15/99",1,1830431,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
172,"9/15/99",1,1830431,4,"Fish",1,5,2500
173,"9/15/99",1,1830431,5,"Fodder",1,3,400
174,"9/15/99",1,1830431,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
307,"9/15/99",1,1830441,1,"Fuel",1,4,1000
308,"9/15/99",1,1830441,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
309,"9/15/99",1,1830441,3,"Vegetables",1,3,250
310,"9/15/99",1,1830441,4,"Fish",1,5,600
311,"9/15/99",1,1830441,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
312,"9/15/99",1,1830441,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
349,"9/15/99",1,1830459,1,"Fuel",1,3,500
350,"9/15/99",1,1830459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
351,"9/15/99",1,1830459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
352,"9/15/99",1,1830459,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
353,"9/15/99",1,1830459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
354,"9/15/99",1,1830459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
175,"9/15/99",1,1830531,1,"Fuel",1,6,2300
176,"9/15/99",1,1830531,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
177,"9/15/99",1,1830531,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
178,"9/15/99",1,1830531,4,"Fish",1,5,900
179,"9/15/99",1,1830531,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
180,"9/15/99",1,1830531,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
313,"9/15/99",1,1830541,1,"Fuel",1,4,1500
314,"9/15/99",1,1830541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
315,"9/15/99",1,1830541,3,"Vegetables",1,3,200
316,"9/15/99",1,1830541,4,"Fish",1,5,1500
317,"9/15/99",1,1830541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
318,"9/15/99",1,1830541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
319,"9/15/99",1,1830542,1,"Fuel",1,4,1500
320,"9/15/99",1,1830542,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
321,"9/15/99",1,1830542,3,"Vegetables",1,3,250
322,"9/15/99",1,1830542,4,"Fish",1,5,600
323,"9/15/99",1,1830542,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
324,"9/15/99",1,1830542,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
325,"9/15/99",1,1830543,1,"Fuel",1,4,1300
326,"9/15/99",1,1830543,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
327,"9/15/99",1,1830543,3,"Vegetables",1,4,200
328,"9/15/99",1,1830543,4,"Fish",1,5,300
329,"9/15/99",1,1830543,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
330,"9/15/99",1,1830543,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
181,"9/15/99",1,1830631,1,"Fuel",1,3,2200
182,"9/15/99",1,1830631,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
183,"9/15/99",1,1830631,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
184,"9/15/99",1,1830631,4,"Fish",1,5,2000
185,"9/15/99",1,1830631,5,"Fodder",1,4,1500
186,"9/15/99",1,1830631,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
187,"9/15/99",1,1830731,1,"Fuel",1,6,3500
188,"9/15/99",1,1830731,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
189,"9/15/99",1,1830731,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
190,"9/15/99",1,1830731,4,"Fish",1,5,1000
191,"9/15/99",1,1830731,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
192,"9/15/99",1,1830731,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
193,"9/15/99",1,1830831,1,"Fuel",1,6,300
194,"9/15/99",1,1830831,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
195,"9/15/99",1,1830831,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
196,"9/15/99",1,1830831,4,"Fish",1,5,1500
197,"9/15/99",1,1830831,5,"Fodder",1,4,500
198,"9/15/99",1,1830831,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
199,"9/15/99",1,1830931,1,"Fuel",1,6,2500
200,"9/15/99",1,1830931,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
201,"9/15/99",1,1830931,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
202,"9/15/99",1,1830931,4,"Fish",1,5,600
203,"9/15/99",1,1830931,5,"Fodder",1,4,800
204,"9/15/99",1,1830931,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
205,"9/15/99",1,1831031,1,"Fuel",1,6,2500
206,"9/15/99",1,1831031,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
207,"9/15/99",1,1831031,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
208,"9/15/99",1,1831031,4,"Fish",1,5,3000
209,"9/15/99",1,1831031,5,"Fodder",1,4,800
210,"9/15/99",1,1831031,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
211,"9/15/99",1,1831131,1,"Fuel",1,6,1800
212,"9/15/99",1,1831131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
213,"9/15/99",1,1831131,3,"Vegetables",1,3,300
214,"9/15/99",1,1831131,4,"Fish",1,5,800
215,"9/15/99",1,1831131,5,"Fodder",1,4,200
216,"9/15/99",1,1831131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
217,"9/15/99",1,1831231,1,"Fuel",1,6,2500
218,"9/15/99",1,1831231,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
219,"9/15/99",1,1831231,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
220,"9/15/99",1,1831231,4,"Fish",1,5,600
221,"9/15/99",1,1831231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
222,"9/15/99",1,1831231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
223,"9/15/99",1,1831339,1,"Fuel",1,4,2500
224,"9/15/99",1,1831339,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
225,"9/15/99",1,1831339,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
226,"9/15/99",1,1831339,4,"Fish",1,5,1260
227,"9/15/99",1,1831339,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
228,"9/15/99",1,1831339,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
229,"9/15/99",1,1831439,1,"Fuel",1,4,2200
230,"9/15/99",1,1831439,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
231,"9/15/99",1,1831439,3,"Vegetables",1,3,80
232,"9/15/99",1,1831439,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
233,"9/15/99",1,1831439,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
234,"9/15/99",1,1831439,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
235,"9/15/99",1,1831539,1,"Fuel",1,4,2400
236,"9/15/99",1,1831539,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
237,"9/15/99",1,1831539,3,"Vegetables",1,3,180
238,"9/15/99",1,1831539,4,"Fish",1,5,800
239,"9/15/99",1,1831539,5,"Fodder",1,4,150
241,"9/15/99",1,1831539,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
241,"9/15/99",1,1831639,1,"Fuel",1,4,2500
242,"9/15/99",1,1831639,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
243,"9/15/99",1,1831639,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
244,"9/15/99",1,1831639,4,"Fish",1,5,1500
245,"9/15/99",1,1831639,5,"Fodder",1,3,700
246,"9/15/99",1,1831639,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
247,"9/15/99",1,1831739,1,"Fuel",1,4,2400
248,"9/15/99",1,1831739,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
249,"9/15/99",1,1831739,3,"Vegetables",1,3,130
250,"9/15/99",1,1831739,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
251,"9/15/99",1,1831739,5,"Fodder",1,4,500
252,"9/15/99",1,1831739,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
253,"9/15/99",1,1831839,1,"Fuel",1,4,4300
254,"9/15/99",1,1831839,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
255,"9/15/99",1,1831839,3,"Vegetables",1,3,300
256,"9/15/99",1,1831839,4,"Fish",1,5,2700
257,"9/15/99",1,1831839,5,"Fodder",1,4,900
258,"9/15/99",1,1831839,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
259,"9/15/99",1,1831939,1,"Fuel",1,3,2400
260,"9/15/99",1,1831939,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
261,"9/15/99",1,1831939,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
262,"9/15/99",1,1831939,4,"Fish",1,5,200
263,"9/15/99",1,1831939,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
264,"9/15/99",1,1831939,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
265,"9/15/99",1,1832039,1,"Fuel",1,6,2400
266,"9/15/99",1,1832039,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
267,"9/15/99",1,1832039,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
268,"9/15/99",1,1832039,4,"Fish",1,5,2500
269,"9/15/99",1,1832039,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
270,"9/15/99",1,1832039,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
271,"9/15/99",1,1832139,1,"Fuel",1,4,2000
272,"9/15/99",1,1832139,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
273,"9/15/99",1,1832139,3,"Vegetables",1,3,960
274,"9/15/99",1,1832139,4,"Fish",1,5,2400
275,"9/15/99",1,1832139,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
276,"9/15/99",1,1832139,6,"Crops collected",1,3,480
277,"9/15/99",1,1832239,1,"Fuel",1,4,1200
278,"9/15/99",1,1832239,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
279,"9/15/99",1,1832239,3,"Vegetables",1,1.79769313486232e+308,350
280,"9/15/99",1,1832239,4,"Fish",1,5,1000
281,"9/15/99",1,1832239,5,"Fodder",1,4,100
282,"9/15/99",1,1832239,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
1,"9/15/99",1,1840139,1,"Fuel",1,4,1200
2,"9/16/99",1,1840139,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
3,"9/16/99",1,1840139,3,"Vegetables",1,3,200
4,"9/16/99",1,1840139,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
5,"9/16/99",1,1840139,5,"Fodder",1,3,300
6,"9/16/99",1,1840139,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
128,"9/16/99",1,1840149,1,"Fuel",1,4,1200
129,"9/16/99",1,1840149,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
130,"9/16/99",1,1840149,3,"Vegetables",1,3,250
131,"9/16/99",1,1840149,4,"Fish",1,5,300
132,"9/16/99",1,1840149,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
133,"9/16/99",1,1840149,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
158,"9/16/99",1,1840159,1,"Fuel",1,4,1400
159,"9/16/99",1,1840159,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
160,"9/16/99",1,1840159,3,"Vegetables",1,3,300
161,"9/16/99",1,1840159,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
162,"9/16/99",1,1840159,5,"Fodder",1,3,300
163,"9/16/99",1,1840159,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
7,"9/16/99",1,1840239,1,"Fuel",1,3,400
8,"9/16/99",1,1840239,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
9,"9/16/99",1,1840239,3,"Vegetables",1,3,300
10,"9/16/99",1,1840239,4,"Fish",1,5,900
11,"9/16/99",1,1840239,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
12,"9/16/99",1,1840239,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
134,"9/16/99",1,1840249,1,"Fuel",1,4,1200
135,"9/16/99",1,1840249,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
136,"9/16/99",1,1840249,3,"Vegetables",1,3,200
137,"9/16/99",1,1840249,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
138,"9/16/99",1,1840249,5,"Fodder",1,3,500
139,"9/16/99",1,1840249,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
164,"9/16/99",1,1840259,1,"Fuel",1,4,1500
165,"9/16/99",1,1840259,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
166,"9/16/99",1,1840259,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
167,"9/16/99",1,1840259,4,"Fish",1,5,3000
168,"9/16/99",1,1840259,5,"Fodder",1,3,1500
169,"9/16/99",1,1840259,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
13,"9/16/99",1,1840339,1,"Fuel",1,3,600
14,"9/16/99",1,1840339,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
15,"9/16/99",1,1840339,3,"Vegetables",1,3,250
16,"9/16/99",1,1840339,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
17,"9/16/99",1,1840339,5,"Fodder",1,4,900
18,"9/16/99",1,1840339,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
140,"9/16/99",1,1840349,1,"Fuel",1,4,1200
141,"9/16/99",1,1840349,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
142,"9/16/99",1,1840349,3,"Vegetables",1,3,100
143,"9/16/99",1,1840349,4,"Fish",1,5,400
144,"9/16/99",1,1840349,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
145,"9/16/99",1,1840349,6,"Crops collected",1,3,800
170,"9/16/99",1,1840359,1,"Fuel",1,4,1500
171,"9/16/99",1,1840359,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
172,"9/16/99",1,1840359,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
173,"9/16/99",1,1840359,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
174,"9/16/99",1,1840359,5,"Fodder",1,3,1500
175,"9/16/99",1,1840359,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
19,"9/16/99",1,1840439,1,"Fuel",1,4,1500
20,"9/16/99",1,1840439,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
21,"9/16/99",1,1840439,3,"Vegetables",1,3,150
22,"9/16/99",1,1840439,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
23,"9/16/99",1,1840439,5,"Fodder",1,3,800
24,"9/16/99",1,1840439,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
146,"9/16/99",1,1840449,1,"Fuel",1,4,1400
147,"9/16/99",1,1840449,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
148,"9/16/99",1,1840449,3,"Vegetables",1,3,150
149,"9/16/99",1,1840449,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
150,"9/16/99",1,1840449,5,"Fodder",1,3,500
151,"9/16/99",1,1840449,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
176,"9/16/99",1,1840459,1,"Fuel",1,4,1500
177,"9/16/99",1,1840459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
178,"9/16/99",1,1840459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
179,"9/16/99",1,1840459,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
180,"9/16/99",1,1840459,5,"Fodder",1,3,1500
181,"9/16/99",1,1840459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
25,"9/16/99",1,1840539,1,"Fuel",1,4,1500
26,"9/16/99",1,1840539,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
27,"9/16/99",1,1840539,3,"Vegetables",1,3,200
28,"9/16/99",1,1840539,4,"Fish",1,5,200
29,"9/16/99",1,1840539,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
30,"9/16/99",1,1840539,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
152,"9/16/99",1,1840549,1,"Fuel",1,4,1200
153,"9/16/99",1,1840549,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
154,"9/16/99",1,1840549,3,"Vegetables",1,3,400
155,"9/16/99",1,1840549,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
156,"9/16/99",1,1840549,5,"Fodder",1,3,1500
157,"9/16/99",1,1840549,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
182,"9/16/99",1,1840559,1,"Fuel",1,4,1500
183,"9/16/99",1,1840559,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
184,"9/16/99",1,1840559,3,"Vegetables",1,3,150
185,"9/16/99",1,1840559,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
186,"9/16/99",1,1840559,5,"Fodder",1,3,800
187,"9/16/99",1,1840559,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
31,"9/16/99",1,1840639,1,"Fuel",1,4,1400
32,"9/16/99",1,1840639,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
33,"9/16/99",1,1840639,3,"Vegetables",1,3,200
34,"9/16/99",1,1840639,4,"Fish",1,5,1000
35,"9/16/99",1,1840639,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
36,"9/16/99",1,1840639,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
37,"9/16/99",1,1840739,1,"Fuel",1,4,1400
38,"9/16/99",1,1840739,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
39,"9/16/99",1,1840739,3,"Vegetables",1,3,100
40,"9/16/99",1,1840739,4,"Fish",1,5,150
41,"9/16/99",1,1840739,5,"Fodder",1,3,500
42,"9/16/99",1,1840739,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
43,"9/16/99",1,1840839,1,"Fuel",1,4,1200
44,"9/16/99",1,1840839,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
45,"9/16/99",1,1840839,3,"Vegetables",1,3,100
46,"9/16/99",1,1840839,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
47,"9/16/99",1,1840839,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
48,"9/16/99",1,1840839,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
49,"9/16/99",1,1840939,1,"Fuel",1,3,1000
50,"9/16/99",1,1840939,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
51,"9/16/99",1,1840939,3,"Vegetables",1,3,300
52,"9/16/99",1,1840939,4,"Fish",1,5,200
53,"9/16/99",1,1840939,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
54,"9/16/99",1,1840939,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
55,"9/16/99",1,1841039,1,"Fuel",1,4,1500
56,"9/16/99",1,1841039,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
57,"9/16/99",1,1841039,3,"Vegetables",1,3,100
58,"9/16/99",1,1841039,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
59,"9/16/99",1,1841039,5,"Fodder",1,3,600
60,"9/16/99",1,1841039,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
61,"9/16/99",1,1841139,1,"Fuel",1,4,1500
62,"9/16/99",1,1841139,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
63,"9/16/99",1,1841139,3,"Vegetables",1,3,150
64,"9/16/99",1,1841139,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
65,"9/16/99",1,1841139,5,"Fodder",1,3,200
66,"9/16/99",1,1841139,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
67,"9/16/99",1,1841239,1,"Fuel",1,4,1500
68,"9/16/99",1,1841239,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
69,"9/16/99",1,1841239,3,"Vegetables",1,3,150
70,"9/16/99",1,1841239,4,"Fish",1,5,500
71,"9/16/99",1,1841239,5,"Fodder",1,3,1200
72,"9/16/99",1,1841239,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
73,"9/16/99",1,1841339,1,"Fuel",1,4,1500
74,"9/16/99",1,1841339,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
75,"9/16/99",1,1841339,3,"Vegetables",1,3,125
76,"9/16/99",1,1841339,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
77,"9/16/99",1,1841339,5,"Fodder",1,3,800
78,"9/16/99",1,1841339,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
79,"9/16/99",1,1841439,1,"Fuel",1,4,2200
80,"9/16/99",1,1841439,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
81,"9/16/99",1,1841439,3,"Vegetables",1,3,100
82,"9/16/99",1,1841439,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
83,"9/16/99",1,1841439,5,"Fodder",1,3,1500
84,"9/16/99",1,1841439,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
85,"9/16/99",1,1841539,1,"Fuel",1,4,1400
86,"9/16/99",1,1841539,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
87,"9/16/99",1,1841539,3,"Vegetables",1,3,100
88,"9/16/99",1,1841539,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
89,"9/16/99",1,1841539,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
90,"9/16/99",1,1841539,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
91,"9/16/99",1,1841639,1,"Fuel",1,4,1500
92,"9/16/99",1,1841639,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
93,"9/16/99",1,1841639,3,"Vegetables",1,3,100
94,"9/16/99",1,1841639,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
95,"9/16/99",1,1841639,5,"Fodder",1,3,600
96,"9/16/99",1,1841639,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
97,"9/16/99",1,1841739,1,"Fuel",1,4,1200
98,"9/16/99",1,1841739,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
99,"9/16/99",1,1841739,3,"Vegetables",1,3,250
100,"9/16/99",1,1841739,4,"Fish",1,5,200
101,"9/16/99",1,1841739,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
102,"9/16/99",1,1841739,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
103,"9/16/99",1,1841839,1,"Fuel",1,3,1200
104,"9/16/99",1,1841839,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
105,"9/16/99",1,1841839,3,"Vegetables",1,3,350
106,"9/16/99",1,1841839,4,"Fish",1,5,110
107,"9/16/99",1,1841839,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
108,"9/16/99",1,1841839,6,"Crops collected",1,3,400
110,"9/16/99",1,1841939,1,"Fuel",1,3,800
111,"9/16/99",1,1841939,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
112,"9/16/99",1,1841939,3,"Vegetables",1,3,300
113,"9/16/99",1,1841939,4,"Fish",1,5,500
114,"9/16/99",1,1841939,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
115,"9/16/99",1,1841939,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
116,"9/16/99",1,1842039,1,"Fuel",1,3,900
117,"9/16/99",1,1842039,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
118,"9/16/99",1,1842039,3,"Vegetables",1,3,350
119,"9/16/99",1,1842039,4,"Fish",1,5,1000
120,"9/16/99",1,1842039,5,"Fodder",1,4,350
121,"9/16/99",1,1842039,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
122,"9/16/99",1,1842139,1,"Fuel",1,4,1200
123,"9/16/99",1,1842139,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
124,"9/16/99",1,1842139,3,"Vegetables",1,3,400
125,"9/16/99",1,1842139,4,"Fish",1,5,1200
126,"9/16/99",1,1842139,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
127,"9/16/99",1,1842139,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
239,"9/18/99",1,1910141,1,"Fuel",1,4,350
240,"9/18/99",1,1910141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
241,"9/18/99",1,1910141,3,"Vegetables",1,1,140
242,"9/18/99",1,1910141,4,"Fish",1,5,250
243,"9/18/99",1,1910141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
244,"9/18/99",1,1910141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
269,"9/18/99",1,1910151,1,"Fuel",1,4,300
270,"9/18/99",1,1910151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
271,"9/18/99",1,1910151,3,"Vegetables",1,1,150
272,"9/18/99",1,1910151,4,"Fish",1,5,450
273,"9/18/99",1,1910151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
274,"9/18/99",1,1910151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
125,"9/18/99",1,1910231,1,"Fuel",1,4,450
126,"9/18/99",1,1910231,2,"House construction materi",1,1,250
127,"9/18/99",1,1910231,3,"Vegetables",1,1,150
128,"9/18/99",1,1910231,4,"Fish",1,5,600
129,"9/18/99",1,1910231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
130,"9/18/99",1,1910231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
131,"9/18/99",1,1910232,1,"Fuel",1,4,450
132,"9/18/99",1,1910232,2,"House construction materi",1,2,150
133,"9/18/99",1,1910232,3,"Vegetables",1,1,130
134,"9/18/99",1,1910232,4,"Fish",1,5,250
135,"9/18/99",1,1910232,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
136,"9/18/99",1,1910232,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
245,"9/18/99",1,1910241,1,"Fuel",1,4,450
246,"9/18/99",1,1910241,2,"House construction materi",1,2,300
247,"9/18/99",1,1910241,3,"Vegetables",1,1,140
248,"9/18/99",1,1910241,4,"Fish",1,5,250
249,"9/18/99",1,1910241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
250,"9/18/99",1,1910241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
275,"9/18/99",1,1910251,1,"Fuel",1,4,350
